Date : 01.03.2011
Time : 16:5
Retardation in degree
----------------------------
row\col |     0        5       10       15       20       25       30       35       40       45       50       55       60       65       70       75       80       85       90       95      100      105      110      115      120      125      130      135      140      145      150      155      160      165      170      175      180      185      190      195      200      205      210      215      220      225      230      235      240      245      250      255      260      265      270      275      280      285      290      295      300      305      310      315      320      325      330      335      340      345      350      355      360      365      370      375      380      385      390      395      400      405      410      415      420      425      430      435      440      445      450      455      460      465      470      475      480      485      490      495      500      505      510      515      520      525      530      535      540      545   
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     50    14.700   10.257    6.459    4.307    3.893   13.714    1.428    3.048    3.196    4.836    6.887    8.958   11.700   15.770   18.681   22.665   26.710   29.922   32.322   33.092   31.577   30.702   32.177   36.591   40.990   44.511   47.094   48.653   49.879   51.353   52.509   53.678   54.331   54.761   54.759   53.986   50.637   45.735   37.404   27.217   15.852    6.478   11.742   20.958   28.643   34.147   38.378   41.420   43.742   45.007   45.901   46.508   46.882   46.934   47.484   47.201   47.236   46.910   47.197   46.801   46.668   47.295   46.992   47.052   47.007   47.337   47.768   47.507   48.233   47.256   47.483   46.956   46.884   47.213   47.655   47.128   47.276   46.960   47.075   46.579   45.457   44.520   43.129   40.515   36.715   31.427   24.002   14.665    4.985   11.926   24.040   35.834   45.427   52.064   54.519   56.595   58.065   57.405   56.433   54.760   53.078   51.313   47.756   41.673   35.457   27.498   21.154   26.957    0.000    0.000 
     55    12.188    7.673    5.425   10.823   41.901    7.204    3.874    3.355    4.354    5.970    8.559   11.126   14.211   18.353   21.602   24.997   28.854   31.250   33.447   33.708   33.115   32.872   34.155   36.654   39.858   43.593   45.835   48.104   49.401   50.994   51.365   52.541   52.833   52.526   52.320   50.093   46.774   42.296   35.232   27.440   18.019    9.902    7.230   12.363   18.749   23.822   28.498   32.019   34.422   36.257   37.453   38.116   38.508   38.989   39.130   39.378   39.118   39.296   38.995   38.931   38.851   38.692   38.513   38.840   38.785   39.223   38.695   38.868   39.542   39.524   39.148   38.699   38.865   39.560   39.133   38.405   38.700   38.678   38.368   37.655   36.886   34.999   33.320   30.225   26.522   20.995   14.754    8.061    7.203   15.609   25.732   35.086   42.783   48.471   52.231   54.929   55.862   55.972   55.736   54.813   54.346   52.906   50.663   45.479   39.585   32.355   23.894   21.709    0.000    0.000 
     60    10.088    6.407    5.715   27.399    0.000    0.000    0.000    3.358    4.761    7.160   10.650   12.508   16.851   20.624   23.635   27.902   30.871   32.770   35.241   35.867   35.702   35.437   36.713   38.197   40.786   43.448   45.780   47.414   49.206   49.970   50.575   51.473   51.468   50.720   49.582   47.552   44.254   40.059   34.366   27.918   20.421   13.407    7.188    6.581   10.447   15.048   19.443   22.833   25.312   27.403   28.534   29.551   30.000   30.559   30.851   30.780   31.060   31.422   30.907   31.030   31.024   30.949   30.203   30.481   30.509   30.599   30.838   30.943   31.505   31.539   31.400   30.986   30.969   31.096   30.525   30.518   30.224   30.284   29.733   28.749   27.432   25.996   24.102   20.773   17.001   12.585    7.699    5.792   11.099   18.753   26.577   34.642   41.012   46.087   50.037   53.043   53.310   55.197   54.830   54.733   54.173   53.210   52.031   47.804   42.385   34.712   26.304   19.334   31.353    0.000 
     65     7.925    5.494    4.780   28.297    0.000    0.000    0.000    5.432    5.471    9.457   12.228   14.259   19.683   22.285   25.991   30.330   32.764   35.356   37.495   37.907   37.767   38.492   39.069   39.696   41.425   43.335   45.207   46.659   48.014   49.091   49.502   49.497   49.485   48.406   47.613   45.155   41.926   38.279   33.815   28.492   22.668   16.189   10.654    6.002    4.684    7.295   10.793   13.553   16.256   17.983   19.477   20.433   21.181   22.000   22.099   22.006   22.815   22.799   22.476   22.783   22.875   22.616   22.198   22.059   22.994   21.744   22.024   22.908   23.100   22.974   22.660   22.836   23.274   22.357   21.815   21.648   22.239   21.302   20.487   19.598   18.801   17.466   14.730   12.138    8.791    5.770    4.771    9.174   15.286   21.570   28.106   33.892   39.957   43.651   47.859   50.148   51.631   53.323   53.527   54.081   53.588   53.141   51.671   48.734   43.962   37.598   29.730   21.021   21.526    0.000 
     70     6.897    4.672    4.248   31.726    0.000    0.000   12.299    5.819    7.398   10.934   12.744   17.162   21.762   24.472   28.540   32.371   35.111   37.784   39.804   40.474   40.818   41.206   41.201   41.647   42.861   43.683   45.371   46.402   47.285   48.172   48.290   48.240   47.843   47.248   45.585   43.917   40.970   37.916   33.802   29.734   24.742   20.027   15.175   10.177    6.332    3.517    3.252    5.291    7.344    9.171   10.311   11.441   12.332   13.085   13.488   13.660   13.822   14.048   14.242   14.375   14.356   14.258   13.961   14.314   13.739   13.278   13.754   14.326   14.375   13.946   14.543   14.810   14.279   13.227   13.238   13.600   13.580   12.754   11.621   11.192   10.021    8.405    6.228    3.724    2.648    4.606    8.610   13.379   18.069   23.538   29.067   33.895   38.912   42.181   45.676   48.198   49.853   51.462   52.529   52.783   52.996   52.597   51.313   50.015   45.617   40.153   33.637   24.360   17.629    0.000 
     75     5.322    3.406    4.004   41.000    0.000   16.400    5.107    5.127    9.121   12.325   14.779   19.552   23.305   26.626   31.973   35.325   37.681   40.787   42.452   42.779   43.085   43.602   43.479   43.589   44.000   44.387   45.203   45.868   46.223   46.791   46.744   46.353   45.948   45.505   43.546   42.288   40.057   37.744   34.209   31.098   26.998   23.217   19.277   15.525   12.337    9.031    6.155    3.694    1.690    1.177    1.878    2.662    3.917    4.083    4.575    5.182    5.039    5.014    5.500    5.729    5.505    5.512    5.865    5.828    5.537    5.286    5.517    5.589    5.181    5.486    5.970    6.388    5.253    4.746    4.962    5.134    4.514    3.694    3.315    2.542    1.363    0.465    2.281    4.351    7.261   10.257   14.047   17.934   22.090   26.484   30.703   34.671   38.555   41.532   44.566   46.959   48.624   49.959   50.429   50.829   51.317   51.517   50.594   50.016   46.036   41.644   35.118   27.464   18.779   28.310 
     80     4.913    3.100    3.616    0.000    0.000    0.483    3.489    4.579   10.103   12.887   16.265   22.091   25.507   29.171   34.701   37.707   40.605   43.697   44.939   45.354   45.990   45.540   45.060   44.999   45.312   45.173   45.323   45.237   45.616   45.706   45.637   45.293   44.773   43.898   43.108   41.454   39.260   37.692   35.079   32.577   30.009   26.689   24.003   20.847   18.189   15.832   13.378   11.287    9.419    7.622    6.668    5.360    4.712    4.128    3.896    3.383    2.962    3.360    3.093    2.745    2.793    3.080    2.651    2.594    3.033    2.787    2.917    2.889    3.681    3.466    2.534    2.787    3.163    3.523    3.187    3.673    4.424    4.624    4.939    5.692    7.206    8.336    9.649   11.530   13.653   16.659   19.186   22.453   25.632   29.102   31.655   34.997   38.232   40.488   43.193   44.888   46.288   48.304   48.566   49.414   49.723   49.812   49.540   48.816   46.599   43.089   36.743   29.650   20.893   17.281 
     85     4.123    2.710    3.579    0.000   14.697    1.357    2.147    5.231   10.509   13.528   18.345   24.506   27.713   32.713   37.533   40.794   44.603   46.754   47.479   47.854   47.915   46.826   46.294   45.944   45.286   44.724   44.884   44.907   44.396   44.293   44.275   44.062   43.695   43.283   42.544   40.889   40.297   38.274   36.779   34.997   32.861   30.843   28.775   26.759   24.527   23.080   20.649   18.808   16.882   15.675   14.721   13.791   13.065   12.591   12.447   12.003   11.947   11.717   11.531   11.758   11.247   11.292   11.313   11.946   11.745   11.331   11.232   11.932   11.874   11.569   11.322   12.290   11.756   11.772   11.681   12.652   12.857   13.187   13.525   14.109   15.227   16.025   17.203   18.987   20.833   22.739   24.932   27.603   29.733   32.246   34.075   36.789   38.576   41.223   42.203   44.006   44.645   47.112   45.832   47.896   48.010   47.764   48.066   47.751   45.914   43.414   37.863   33.296   25.014   17.216 
     90     4.305    2.831    2.895    0.000    0.000    1.242    1.280    5.997   10.958   13.965   20.283   25.545   29.697   35.946   41.007   44.017   48.062   49.148   49.660   50.117   49.455   47.955   47.578   46.422   45.478   44.721   44.485   43.874   43.646   43.598   43.327   43.325   43.045   43.156   42.255   42.108   41.306   40.587   39.228   38.016   37.232   35.274   34.484   32.563   30.859   29.430   27.673   26.072   24.615   23.812   22.602   22.316   21.497   21.122   20.812   20.658   20.266   20.187   20.444   20.069   20.290   20.415   20.054   20.473   19.969   20.074   20.086   20.740   20.364   20.441   20.689   20.635   20.433   20.042   20.986   21.720   21.546   21.338   21.702   22.942   23.471   24.049   24.874   26.133   27.594   28.729   30.564   32.023   33.901   35.066   36.731   38.483   39.889   41.149   41.941   43.663   43.466   44.976   44.986   45.702   45.907   46.176   46.165   46.397   45.607   43.892   39.520   35.361   29.402   19.770 
     95     3.325    2.319    2.620    0.000    0.000    8.458    1.941    6.631   10.975   15.195   22.307   27.114   33.436   40.325   44.605   48.845   51.787   52.508   52.243   52.254   50.268   48.511   46.968   45.829   44.485   43.658   43.469   42.882   42.391   42.931   42.803   43.079   43.216   43.387   43.431   43.347   42.929   42.427   42.174   41.580   41.152   40.380   39.780   38.479   37.447   35.976   35.047   33.821   32.726   32.349   31.403   30.673   30.488   30.111   29.314   29.116   29.110   29.079   29.200   29.030   28.968   28.788   28.946   28.959   28.873   29.398   29.587   28.779   28.771   29.285   30.063   29.594   29.281   29.264   30.083   30.508   30.110   30.309   30.894   31.079   31.474   32.316   33.083   33.399   34.680   35.447   36.356   37.587   38.740   39.257   40.177   41.023   42.124   42.131   43.073   43.869   43.894   43.959   43.860   44.112   44.085   44.672   44.724   44.680   43.942   43.085   40.306   35.775   31.663   24.118 
    100     3.104    2.258    3.084    0.000    0.000    7.520    2.200    6.669   10.808   16.023   23.332   29.091   37.127   44.146   49.186   53.809   56.138   55.236   54.989   52.631   50.207   47.834   46.564   44.398   43.088   42.769   41.988   42.089   42.278   42.352   42.920   43.217   43.789   44.066   44.858   45.149   45.364   45.593   45.514   45.534   45.326   45.442   44.933   44.383   43.446   42.660   41.992   40.914   40.257   39.888   39.217   39.017   38.432   38.328   38.118   37.817   37.384   37.291   37.675   37.483   37.772   37.283   37.769   37.410   37.183   38.107   37.965   37.778   37.802   38.544   38.251   37.521   37.228   38.210   38.543   38.318   38.383   38.719   39.304   39.015   39.026   39.708   40.534   40.817   40.966   41.842   42.243   42.674   43.407   43.553   43.940   43.872   44.568   44.331   44.356   44.113   43.809   43.833   43.218   42.372   42.852   42.451   42.359   42.229   41.871   41.178   39.998   37.770   33.084   26.780 
    105     2.221    2.172    2.015   32.116    0.000   14.471    2.964    6.511   10.196   16.715   23.640   30.838   40.784   48.595   55.149   60.649   60.516   58.754   56.300   52.656   48.814   46.349   43.780   42.205   41.304   40.936   40.567   41.128   41.633   42.444   43.372   44.216   44.909   45.957   47.047   47.427   48.495   49.423   49.766   50.384   50.695   50.918   50.606   50.378   49.841   49.702   49.273   48.902   48.488   48.120   47.658   47.529   47.148   46.800   46.640   46.581   46.099   46.174   46.509   46.091   46.066   46.663   46.709   46.080   46.333   46.872   46.674   46.611   46.610   47.624   47.176   45.555   46.415   47.049   46.883   46.781   47.365   47.688   47.557   47.034   47.094   47.310   48.163   48.677   48.283   48.519   48.745   49.360   48.916   48.755   48.711   48.387   48.360   47.169   47.683   46.349   45.542   45.014   43.565   42.736   42.143   41.918   40.788   40.517   40.304   39.890   38.757   37.083   33.274   28.900 
    110     2.175    1.965    1.984   41.933    0.000    0.000   21.565    5.825    9.127   15.473   23.124   33.270   44.952   55.273   62.092   67.030   65.276   61.148   56.259   50.003   46.001   43.061   40.328   39.251   39.121   39.586   39.973   40.909   42.098   43.370   44.514   45.919   47.588   48.573   50.279   51.149   52.779   53.374   54.582   55.140   56.085   56.535   56.163   56.888   56.293   56.375   56.007   56.355   56.177   55.806   55.474   55.060   55.245   54.894   55.253   54.605   54.081   54.412   54.161   54.083   54.297   55.023   54.392   54.361   54.585   55.043   54.581   54.403   55.144   55.665   54.823   55.047   55.283   55.434   54.630   55.023   55.600   55.557   55.255   55.211   55.381   55.197   55.069   54.786   54.652   54.973   54.874   54.617   54.624   54.062   53.209   52.404   51.965   51.090   50.259   49.348   47.808   46.716   45.120   43.129   42.250   41.067   40.412   38.689   37.741   37.634   37.096   34.087   32.096   28.781 
    115     2.195    1.743    2.255   29.271    0.000    0.000   18.738    4.223    7.004   13.200   21.679   33.811   47.781   60.974   72.871   75.188   70.076   62.052   53.140   45.434   40.964   37.967   36.699   36.743   37.514   38.654   40.031   41.725   43.326   45.477   47.160   48.923   50.780   52.734   54.767   55.955   57.338   58.959   60.449   61.238   62.063   63.043   62.875   63.293   63.325   63.984   63.946   64.481   64.382   63.982   63.499   63.323   63.290   63.712   63.648   62.963   62.709   62.329   61.976   63.037   62.945   63.366   62.703   63.253   63.392   63.421   62.628   64.041   64.144   63.929   63.640   63.980   63.755   63.419   63.420   64.410   64.520   63.917   63.320   63.015   63.375   63.144   63.120   62.919   62.976   62.081   62.368   62.272   61.248   61.054   59.238   58.946   57.513   56.276   55.291   53.642   51.544   50.440   48.049   46.467   44.642   42.187   40.918   38.843   37.321   35.950   34.371   32.129   29.539   25.791 
    120     2.102    1.815    1.780   24.803    0.000    0.000   10.542    1.467    2.613    8.725   18.316   33.361   55.546   69.628   77.045   78.062   72.533   59.378   46.252   38.038   34.622   33.171   33.969   35.581   37.458   39.867   42.067   44.289   46.417   48.818   50.840   53.177   55.236   57.540   59.476   60.757   62.782   64.004   66.360   67.116   68.371   68.786   70.157   69.490   70.252   70.635   70.396   71.433   71.140   71.050   70.212   70.323   69.720   70.417   70.075   70.187   69.900   68.495   68.922   68.609   69.360   70.100   70.635   70.073   70.275   69.675   69.493   70.679   70.755   70.778   71.195   71.716   70.146   69.479   70.195   71.851   71.368   71.240   70.436   70.775   69.898   70.559   68.930   69.747   69.652   68.270   69.109   67.935   67.561   66.387   65.893   63.908   62.859   61.766   60.535   58.126   56.464   54.778   51.846   50.106   47.703   45.384   43.022   40.513   38.429   35.448   33.650   31.205   24.641   20.251 
    125     3.062    4.587    6.894   28.257    0.000    0.000   23.752   11.112    6.720    9.209   15.552   28.279   52.580   70.868   60.496   74.245   71.744   47.275   32.534   29.243   29.473   31.248   33.769   37.515   39.794   42.404   44.861   47.697   50.183   53.136   55.867   57.892   60.562   62.312   64.529   66.975   68.953   70.708   71.715   73.986   73.933   75.364   76.518   75.461   75.791   75.938   76.292   74.945   76.054   75.464   75.641   75.386   74.998   76.269   74.700   75.010   74.608   74.565   74.683   74.747   75.456   76.354   77.927   77.080   75.914   75.927   76.781   77.493   76.663   78.124   77.536   77.856   75.151   75.383   78.711   77.585   77.437   76.768   76.312   76.280   76.064   75.517   75.140   75.490   75.312   75.213   73.455   75.465   74.789   74.361   72.443   71.021   69.996   68.306   66.715   64.858   63.282   61.008   57.984   55.455   53.211   51.037   47.956   46.955   51.316   45.893   37.643   32.385   26.571   16.042 
    130     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000   44.447   24.679   14.289    7.639   13.176   15.409   19.957   24.464   27.080   30.155   34.003   36.604   40.204   43.105   46.331   48.997   50.894   54.594   56.032   56.475   60.595   62.222   62.382   66.056   65.538   66.871   61.684   70.187   70.684   71.954   74.121   73.599   72.180   72.866   73.240   74.838   73.908   76.447   74.167   74.825   74.189   75.136   77.148   82.263   84.262   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000   90.000    0.000    0.000    0.000   77.374   79.754    0.000 
    135     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    6.349    1.794    6.534    9.564    9.066    9.022    9.076    8.527    7.959    8.237    8.015    7.828    8.085    7.953    8.177    7.359    7.529    7.175    6.654    6.668    6.137    5.439    7.262    5.655    6.102    6.487    6.769    6.282    6.183    5.461    5.440    5.564    6.100    6.387    6.841    7.098    7.271    7.301    7.155    7.211    7.508    7.337    7.498    8.031    8.122    8.913    9.964    9.979   10.651   11.328   12.573   13.848   14.576   15.504   16.387   17.047   17.657   18.730   19.814   20.368   21.402   22.380   22.766   23.030   24.027   24.517   26.062   25.754   27.174   27.847   27.808   29.739   29.601   31.145   30.951   29.209   33.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
    140     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000   20.776   10.807    6.383    3.059    0.964    0.463    0.490    0.679    0.365    0.462    0.177    0.211    0.237    0.163    0.261    0.746    0.738    0.722    0.438    1.149    1.058    1.333    0.493    0.169    0.285    0.190    0.103    0.075    0.334    0.335    0.097    0.094    0.332    0.174    0.253    0.533    0.587    0.309    0.417    0.566    0.474    0.878    1.069    1.012    0.722    0.218    0.982    1.099    1.048    1.153    0.431    0.415    0.275    0.350    0.452    0.442    0.432    0.446    0.524    0.504    0.432    0.705    0.693    0.653    0.539    1.206    3.955    8.294   14.282   25.824   35.760    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
